objid,label
588017704018247903,0
587734949658165500,0
587742903938121768,0
587725551197618399,0
587724649263005925,0
587742774024863839,0
587741721210847366,0
587725577497018593,0
587732702314955073,0
587741600959889429,0
587736920507023540,0
587726101482307779,0
587736813131530479,0
588017992312750088,0
588017604143612063,0
587736618787668371,0
588010359624302766,0
587739810491728240,0
587736752466559279,0
587737825680031909,0
587735428544856096,0
587735043080126609,0
587745539446997022,0
587733609088024824,0
587732771037184214,0
587739156580401228,0
587734948052140263,0
587739845924356334,0
587741817324372212,0
587736898498789583,0
587736619866915417,0
587731889504780386,0
588848899916169423,0
587729777452974575,0
588017990147834002,0
587742189907476638,0
588017625079546000,0
587742013803659420,0
587728949585314094,0
587738568172437552,0
587729158446055434,0
587731174379356816,0
588010358003400883,0
587739651567845579,0
587739458301329582,0
588848898825912499,0
587725551743729702,0
588017979415461943,0
587731186191171994,0
587732484349624414,0
587741603109667094,0
587742061625147606,0
587732772664705156,0
588011217535631526,0
587739829276115093,0
587735346966429775,0
587729387147558931,0
587736921042977165,0
587726033306386532,0
588013383820509251,0
587736542547804285,0
587736546313765099,0
587739719771488486,0
587742775100309650,0
588017704542273687,0
588011219139690687,0
587725994109698243,0
587731513683673213,0
587725552807379133,0
587730022263423235,0
588848900468179188,0
587745403069661616,0
587729227686019285,0
587731874459746690,0
588010878766219308,0
587731185136435335,0
587731521738965207,0
588009370147750019,0
587732134844104823,0
587728879266365579,0
587731185127260326,0
587733398094741548,0
587738617019957388,0
587732590105133208,0
587739631169962140,0
587729752742232202,0
587735695371403416,0
587739721913794608,0
588017992311636190,0
588017724948086841,0
587735742075502719,0
587745540515234020,0
587739721907437725,0
587732152571396212,0
588017726553194587,0
588017990158516314,0
587736619864949260,0
587732135385301173,0
587739609699516426,0
588018055657881687,0
588018055665287531,0
587739376155230571,0
587732048412606560,0
587735696977363076,0
588017729769111654,0
587733398101295297,0
587733081893044354,0
588017724947497171,0
587726033340924156,0
588010877682122833,0
587736525912211594,0
588017728156401790,0
587731185132568693,0
587739706878460005,0
588016879361655150,0
587729386083254429,0
587742627450847379,0
587736899574366255,0
587739708488482958,0
587728880345743472,0
587738617555714143,0
587731886810988824,0
587729227153014978,0
587731185673175161,0
587732136462188643,0
588010879295619255,0
587741489289101439,0
587742589332554205,0
588017704533229596,0
587742774022373451,0
587729409153106122,0
587729752743805206,0
587731913110716573,0
587731886811578683,0
588017704534933663,0
587742061092143427,0
587735349113585809,0
587739827676250465,0
587733081355583591,0
588848899376021660,0
588017567095586930,0
588017991239532710,0
587729158444548284,0
587731868018737318,0
587735348024377596,0
587733399714267271,0
587739706340278385,0
588011103177736321,0
588848898842361901,0
588017110219554936,0
587739720299053120,0
588295842316877930,0
587739407319761026,0
588011124653621388,0
588017703476854823,0
588017978898907390,0
587734304341229784,0
587731680649871534,0
587725816958943383,0
588011102103404691,0
587742061095420134,0
587726014006886608,0
587739098598539378,0
587742062162673912,0
587741603109142593,0
587739707410809083,0
588009371221229653,0
588017702956433722,0
587742015426592924,0
587738946136178804,0
588010359614406865,0
588017992832647304,0
588015509275541670,0
587736964531159197,0
587739829276442814,0
587734303805538564,0
587741603106127947,0
587735696980181029,0
587736543102697796,0
587732577772699872,0
587739458835513390,0
587742773491662946,0
587738195049775200,0
587742012732932232,0
587732152569823340,0
587742008968478844,0
588017626692255904,0
587722983892517027,0
587738565479170551,0
587741392110682322,0
587742901791752351,0
587745243626405989,0
587728880338927744,0
587726033305206878,0
588017977822675124,0
588017702402523244,0
587742568937226280,0
587741490895716621,0
588010878221680761,0
587725039017132169,0
587741532770664487,0
587741490362515488,0
587738570857054239,0
588010358549971059,0
588023721781821471,0
588017730836168836,0
587732771586703398,0
587735666915082452,0
587736942528364878,0
588017979428962461,0
587725994111926517,0
587739406776008908,0
587739719764476056,0
587739609700237384,0
587736813130744005,0
587728930274082884,0
588017713121067193,0
588013382722322720,0
587736586049094001,0
587726015617040409,0
587735491359801628,0
587729408622854531,0
587739720298659873,0
587732770497691824,0
587739458295234746,0
587738951488176235,0
587738065654841461,0
588018055659782309,0
587742060006408282,0
588015509281898615,0
587725041709613197,0
587725550142554237,0
587742774567764087,0
587742775637049395,0
587725818033799200,0
587738371670802516,0
588848901004329189,0
587732052706590962,0
587731500795363521,0
587736524835324246,0
587739720308359425,0
588007004694708538,0
587741603102326985,0
587732054316023966,0
587741707800084509,0
587739296160284872,0
587739115237408967,0
588017604698243278,0
588017605217550430,0
588017703999438969,0
587741600426295417,0
587738570856333412,0
588017111826694275,0
587742774549741748,0
587728931335504238,0
587735044154720502,0
588017704013463715,0
587735664766615685,0
588017725471391799,0
587735697516986493,0
588023720175075494,0
588017626708902112,0
587732054850666807,0
587742863136260253,0
587732054307832204,0
587725550655832155,0
587739719758774446,0
587741725506863271,0
588016878290534607,0
587731520662798385,0
587724650864181390,0
587739406793572367,0
587729652887519466,0
587739407314714719,0
587725816406016127,0
587729386598105230,0
587725074995282121,0
588848901009637497,0
588011219671842947,0
587734622704107750,0
587742629592956994,0
587739131890237466,0
587741817322340511,0
588017730305392743,0
587732053246148874,0
588017726005969027,0
587729970181701921,0
587726033326899318,0
588007004727214257,0
587739629558235227,0
588017990701285501,0
587736897963360511,0
587722983891140729,0
587745402538950854,0
588848898840002779,0
587725993040478475,0
588007003646918802,0
587728309634793598,0
587741816236212535,0
588848900979294362,0
587742775104766124,0
587742062168178970,0
587732578304720908,0
587732157927194915,0
587739114705125481,0
587728880331784449,0
587731186201919691,0
587739646211194930,0
587736812596625655,0
588017948272689266,0
587729386078339297,0
587745243621884044,0
587733079729897624,0
588017991775814007,0
588017978908409886,0
587739827136561315,0
587741817859932392,0
587729386605052112,0
587745243621359915,0
587739096449810521,0
587728309638398064,0
587733424944185465,0
587732702871814305,0
588298663576928283,0
587732577762738571,0
588010879844483246,0
587725816425545895,0
587736542563598713,0
587728879806382330,0
587741391574794425,0
587726101488861318,0
588848898845376555,0
588016840167653760,0
587739810498150691,0
587729226609721465,0
588017703487471816,0
587733432995217682,0
587733081882624136,0
587729774754201771,0
587725817493061859,0
587731892187824319,0
587735430151733398,0
588018091079958687,0
587741533863018577,0
587731869634592860,0
588017724406890621,0
588013382723829848,0
587736545239499245,0
587729773685309622,0
588017677691388172,0
587739294015553580,0
587738948823744597,0
588011102108254330,0
587739506087624842,0
588017947214938217,0
587738948283793528,0
587733081890684954,0
587738569239232613,0
587742550151463260,0
587733411531915534,0
587727944571355282,0
588017947756462367,0
587742903937204351,0
587729773684064530,0
587733604804460676,0
588013384354037845,0
587731889505632409,0
588010359075504301,0
588017703478034543,0
587736920507089176,0
587725491064668330,0
587732772661952566,0
587736584974631085,0
588017605750554727,0
587732156314747507,0
587732048946200746,0
587745403603583589,0
588017978900152472,0
588848899360489674,0
588007004700999839,0
588297863116357695,0
588013383262273826,0
587739706868039785,0
587736812059623589,0
588017992297021559,0
587736900109402318,0
587736919432364388,0
587729776903651384,0
587741821064577133,0
587731870166876223,0
587736584437039455,0
587742009507774849,0
588017991237435798,0
588017979420967083,0
587725816425349167,0
588017703491404035,0
588018090547806561,0
588015508198391918,0
587732590646984895,0
588023046403129479,0
588017949894836353,0
587742775623286797,0
587735662085341310,0
587732703391383690,0
587732135382089788,0
588017114520879237,0
587733425480859714,0
587732483808428266,0
587736583888502940,0
587741709959037147,0
587729386610229376,0
587735665844813974,0
587736942528888888,0
587737808491839940,0
587728918450995391,0
587741816788287617,0
588018254304051593,0
587732484355719331,0
587742573224591532,0
587731513684656284,0
587738065657528433,0
587732591181824124,0
587742774013001872,0
587729228227936388,0
587729752211390935,0
587741601498071083,0
588010358545645636,0
588017702391382144,0
587735347495239834,0
587739408396845129,0
587738409255174234,0
587732049482874963,0
587735697522688076,0
587734891683315796,0
587732134312149107,0
587732591720399032,0
587729227422367876,0
587738067275678007,0
587742012743549090,0
587744874788028807,0
587727866179682849,0
587739809411367073,0
587738947207168136,0
587741708879855731,0
587742863133376601,0
587726033857871973,0
587725551201222798,0
588009367472832687,0
587726015628509532,0
587736546315272684,0
588017979441152021,0
587739379913261183,0
588017116663840844,0
588017703477051476,0
587734949132107880,0
587741828583915618,0
587732590644166773,0
588017702407372959,0
588007005252485269,0
587735489752400130,0
588016879364669651,0
587736975808397494,0
587736963460104399,0
587739302612500593,0
587726016689275074,0
587726015626412200,0
587722984440529101,0
588017704001339523,0
587736547385999692,0
587726032796844166,0
587737826216116476,0
587742015423774970,0
587726033873535145,0
587739610231734427,0
587742013282320652,0
587742551229137225,0
588011122511904882,0
587736620394414220,0
587731187810894087,0
587729388210421772,0
588017978361905301,0
587731186735972471,0
588017111297359950,0
588018090551607968,0
587739132422848650,0
587736941444595730,0
587731512605802627,0
587732769987231856,0
588010360693850227,0
587738371673817387,0
587738197191295211,0
588297865267839068,0
587741601493024865,0
587733081886556267,0
587736523757060252,0
587739844850024625,0
588018091615519026,0
587741533300981867,0
587742061600440405,0
588848899362717861,0
588023668098203778,0
587734948583637187,0
587742628526031103,0
587724650867458138,0
587738568172109920,0
588848899357081774,0
588010879839502448,0
587739827661832354,0
587742571077042304,0
587734893288095890,0
588017702386270301,0
587742552285446249,0
588011217522786370,0
587732484341694640,0
587734892210421871,0
587728307491569822,0
588015509818835068,0
588017978359808095,0
587738946147713143,0
588848899903455262,0
587739706881933526,0
587745243626274855,0
587739610245169278,0
588010135727112404,0
587732483299213469,0
588016879366897901,0
587729386604593294,0
587732156315533410,0
588017729230405672,0
587739648347472032,0
588848899894542580,0
588017978904477930,0
587732583128105058,0
587741815708254457,0
587742062693712044,0
587734623246942346,0
587735666388172902,0
587733412057710772,0
587725041702666404,0
587739377780916375,0
588017729231126613,0
588848899357999215,0
587734950207619184,0
588023670243852311,0
587735666380439731,0
587734863220244588,0
588007005807640922,0
587742014891884707,0
587738067271876808,0
587738615954014304,0
587736753545871653,0
587742566780502132,0
588297863116947549,0
588017703470170166,0
588011123574571102,0
587739647816368180,0
587741709958447267,0
587734622171365533,0
588297863117209705,0
587726031730901220,0
587729777453892074,0
587736545780564450,0
587725074457690158,0
587736545238122790,0
587736543632490709,0
588010877690183810,0
587732772662935789,0
587738948824465514,0
587732048406052998,0
588017978346111172,0
587732703393611844,0
587741816769413692,0
587739385279152370,0
587732576696991864,0
588013383818870875,0
587742062157365415,0
588017726018945129,0
587739844323115390,0
587729776907125019,0
587725074459001050,0
587739646200840269,0
587742014359011421,0
587742013832495245,0
587728949588066458,0
587738067804225696,0
587741727113609288,0
587733433529860349,0
587741489830297711,0
588015508728512584,0
587739407836512398,0
587737808500555970,0
587732769983627523,0
588010878758289518,0
588017627782512665,0
587730846354899377,0
588017115591737518,0
587739457764393188,0
587739709017227362,0
587742061096796379,0
587733410992423189,0
587742061063438437,0
587732482212692109,0
587737808502980616,0
588017979424112776,0
587731187268387017,0
588017978875969794,0
587742191523922073,0
587732771032006868,0
587741709411680422,0
587729158431178819,0
587734691425747196,0
587731514222182616,0
587734622714134648,0
587741602032123958,0
587736782541226122,0
588013384338768148,0
587731185115005348,0
587728668807987418,0
587739407326183499,0
587725576960213171,0
587739405706657894,0
587739707406745749,0
587725469591535959,0
587729752749375652,0
588015508218839163,0
587737826747810038,0
587732156852601253,0
587725994110091448,0
587733410989998314,0
588013382193053875,0
587736919971070251,0
587738952030879898,0
587732771588866223,0
588017725483843752,0
587739843775234225,0
588017721711919318,0
587729971787465096,0
587731187810435213,0
587742865816879197,0
588017606303547523,0
587735240639512747,0
588017729231454341,0
587741722287276072,0
587731872852803768,0
587732053237170665,0
587729158431375482,0
587735665303290018,0
587731868557705405,0
587730023336378640,0
587732134313984098,0
587739720310784069,0
587741707798642873,0
587725578033496323,0
588023239671283876,0
587730846889476581,0
587724648181596283,0
587739610246021252,0
588298664119435343,0
587742594157904033,0
587728307494060058,0
587739720296562700,0
588018253214515236,0
587732053234679926,0
587738065656152313,0
587742015419515006,0
587742060537053283,0
588017723858419852,0
587732136462975022,0
587745539981967404,0
587741568198901849,0
588017949346037835,0
587730023334215926,0
587739719213252622,0
588013382204129347,0
587741488763633699,0
587739407879700703,0
587742609731289220,0
587737809026941322,0
587729747912950024,0
587738197192671384,0
587742628524392743,0
588010135731372200,0
587728947976143036,0
588007004735144145,0
587736542553637204,0
587741390502559902,0
587742188831899784,0
587738953106587800,0
587730022258573481,0
587738066730811658,0
587731185120510274,0
587732482737963122,0
588015509293957242,0
587742061089194131,0
588023720709652622,0
587741531702689932,0
587739828744421455,0
587725552268804121,0
587730022798721032,0
587735695379791997,0
588017625632211189,0
587738947756687430,0
587742568399372423,0
587739099129446577,0
587742773482488009,0
587733425480859679,0
587741421095354408,0
587738575146778867,0
587739303681589402,0
587742009505940023,0
587739828752941386,0
587739405720027325,0
588017605216239771,0
588018090011066611,0
588018091080351786,0
587731885735084200,0
587725489987780876,0
588017109688057935,0
587739506626986108,0
587742863672475822,0
587739827129286746,0
587738946662957325,0
587741817859735729,0
588017978911817873,0
587728947974373582,0
587727865644319076,0
587738615947984991,0
587735043619160191,0
587739376171548833,0
587739376171286604,0
587728918451454149,0
587736915147096094,0
587732048940957889,0
587731187277561967,0
587741601498923085,0
587738195040534719,0
587739721374892188,0
587734305955512565,0
587738067803832524,0
587739647281856674,0
588010878758617137,0
588007004732129399,0
587742060009619557,0
588011219137265667,0
587739158721003695,0
587736914606424312,0
587739132427698385,0
588017990703448318,0
587730022257459393,0
587727944033173508,0
587739706882851062,0
587729653963030857,0
587729387676500221,0
588017114512883876,0
587734949133746252,0
587741602033565894,0
587737808490856803,0
588017730299625579,0
588017603606544527,0
588018054581780638,0
587728310170222637,0
587736753546789288,0
587725817494962197,0
587741727654740106,0
587731187817381984,0
587732702331273499,0
587736812058443987,0
587724648189984909,0
587739721379152112,0
587733397571829976,0
587739158728278244,0
587739844848386275,0
587741829122555933,0
587734948597006400,0
587739382066184389,0
588013383814414458,0
588017979428044914,0
588017724942123174,0
587745403080671258,0
587741532785148093,0
587739504475373665,0
587735491360325802,0
587725992502820896,0
587739813702140158,0
588007005781098662,0
587739609714065506,0
587741531710619789,0
588011124118257823,0
587733399709941860,0
588023722322100391,0
587729777449304218,0
587729782274654735,0
587742864751722608,0
588017627756101830,0
587732153101451376,0
587742008973787255,0
587729159502364801,0
587739609171230835,0
588295841779482792,0
587742578060886173,0
587725816407720092,0
587733399714791454,0
